,user_id,user_name,user_profile_link,badges,reputation,reached,answer_count,questions_count,member_since,post_id
5096953,5096953,user5096953,https://stackoverflow.com/users/5096953/user5096953,"{'gold': 0, 'silver': 0, 'bronze': 4}",27,1000,0,3,2015-07-09,57382531
10460847,10460847,Francesco Cartella,https://stackoverflow.com/users/10460847/francesco-cartella,"{'gold': 0, 'silver': 0, 'bronze': 4}",33,1000,0,2,2018-10-05,57371062
10643932,10643932,Bob,https://stackoverflow.com/users/10643932/bob,"{'gold': 0, 'silver': 0, 'bronze': 4}",41,962,0,7,2018-11-13,57340746
3437438,3437438,Charles,https://stackoverflow.com/users/3437438/charles,"{'gold': 1, 'silver': 1, 'bronze': 10}",150,14000,2,6,2014-03-19,57309381
6843333,6843333,Sergio Marrero Marrero,https://stackoverflow.com/users/6843333/sergio-marrero-marrero,"{'gold': 0, 'silver': 2, 'bronze': 16}",178,10000,0,11,2016-09-17,57308335
2259468,2259468,EngrStudent,https://stackoverflow.com/users/2259468/engrstudent,"{'gold': 0, 'silver': 31, 'bronze': 51}",1972,130000,48,71,2013-04-08,57273916
2020626,2020626,user2020626,https://stackoverflow.com/users/2020626/user2020626,"{'gold': 0, 'silver': 0, 'bronze': 3}",13,2000,0,2,2013-01-29,57231558
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,57226758
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,57211993
11795515,11795515,Khye,https://stackoverflow.com/users/11795515/khye,"{'gold': 0, 'silver': 1, 'bronze': 3}",15,3000,0,2,2019-07-17,57203896
11834700,11834700,Adata,https://stackoverflow.com/users/11834700/adata,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,156,0,1,2019-07-25,57196545
11559893,11559893,Ryan Lambert,https://stackoverflow.com/users/11559893/ryan-lambert,"{'gold': 0, 'silver': 0, 'bronze': 2}",23,969,0,2,2019-05-27,57154630
11819913,11819913,swarn,https://stackoverflow.com/users/11819913/swarn,"{'gold': 0, 'silver': 0, 'bronze': 4}",49,29000,3,1,2019-07-22,57149718
11819614,11819614,Marina Katayama,https://stackoverflow.com/users/11819614/marina-katayama,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,116,0,1,2019-07-22,57147822
4668410,4668410,Bharat,https://stackoverflow.com/users/4668410/bharat,"{'gold': 0, 'silver': 0, 'bronze': 3}",11,2000,0,4,2015-03-13,57127895
11692859,11692859,stacy1991,https://stackoverflow.com/users/11692859/stacy1991,"{'gold': 0, 'silver': 0, 'bronze': 2}",11,74,0,1,2019-06-24,57115761
11797058,11797058,Shubham Choudhary,https://stackoverflow.com/users/11797058/shubham-choudhary,"{'gold': 0, 'silver': 0, 'bronze': 3}",31,44,1,1,2019-07-17,57075441
11795392,11795392,ViShank,https://stackoverflow.com/users/11795392/vishank,"{'gold': 0, 'silver': 0, 'bronze': 1}",1,277,1,1,2019-07-17,57068435
10200522,10200522,mfulvio,https://stackoverflow.com/users/10200522/mfulvio,"{'gold': 1, 'silver': 1, 'bronze': 4}",33,13000,1,3,2018-08-09,57046562
11616033,11616033,BP34500,https://stackoverflow.com/users/11616033/bp34500,"{'gold': 0, 'silver': 0, 'bronze': 9}",178,7000,7,6,2019-06-07,57044168
11780720,11780720,Pappu,https://stackoverflow.com/users/11780720/pappu,"{'gold': 0, 'silver': 0, 'bronze': 4}",11,444,0,1,2019-07-13,57022066
3849083,3849083,rdk77,https://stackoverflow.com/users/3849083/rdk77,"{'gold': 0, 'silver': 0, 'bronze': 11}",67,5000,4,7,2014-07-17,57004020
9272452,9272452,user1342124,https://stackoverflow.com/users/9272452/user1342124,"{'gold': 1, 'silver': 8, 'bronze': 15}",651,172000,0,17,2018-01-26,56965370
3354898,3354898,mau_who,https://stackoverflow.com/users/3354898/mau-who,"{'gold': 0, 'silver': 2, 'bronze': 13}",335,21000,0,24,2014-02-26,56959385
11699693,11699693,welo121,https://stackoverflow.com/users/11699693/welo121,"{'gold': 0, 'silver': 1, 'bronze': 6}",47,6000,0,4,2019-06-25,56957790
11699693,11699693,welo121,https://stackoverflow.com/users/11699693/welo121,"{'gold': 0, 'silver': 1, 'bronze': 6}",47,6000,0,4,2019-06-25,56955913
11699693,11699693,welo121,https://stackoverflow.com/users/11699693/welo121,"{'gold': 0, 'silver': 1, 'bronze': 6}",47,6000,0,4,2019-06-25,56938966
11488574,11488574,Exenter,https://stackoverflow.com/users/11488574/exenter,"{'gold': 0, 'silver': 0, 'bronze': 6}",23,260,1,2,2019-05-12,56937847
9272452,9272452,user1342124,https://stackoverflow.com/users/9272452/user1342124,"{'gold': 1, 'silver': 8, 'bronze': 15}",651,172000,0,17,2018-01-26,56930004
9272452,9272452,user1342124,https://stackoverflow.com/users/9272452/user1342124,"{'gold': 1, 'silver': 8, 'bronze': 15}",651,172000,0,17,2018-01-26,56928872
11699693,11699693,welo121,https://stackoverflow.com/users/11699693/welo121,"{'gold': 0, 'silver': 1, 'bronze': 6}",47,6000,0,4,2019-06-25,56907349
2445273,2445273,LoMaPh,https://stackoverflow.com/users/2445273/lomaph,"{'gold': 3, 'silver': 24, 'bronze': 37}",1680,1000000,52,19,2013-06-02,56893769
9272452,9272452,user1342124,https://stackoverflow.com/users/9272452/user1342124,"{'gold': 1, 'silver': 8, 'bronze': 15}",651,172000,0,17,2018-01-26,56862368
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,56842876
7481933,7481933,JBakerIII,https://stackoverflow.com/users/7481933/jbakeriii,"{'gold': 0, 'silver': 0, 'bronze': 1}",1,610,0,1,2017-01-28,56813145
11616033,11616033,BP34500,https://stackoverflow.com/users/11616033/bp34500,"{'gold': 0, 'silver': 0, 'bronze': 9}",178,7000,7,6,2019-06-07,56793065
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,56763772
5141016,5141016,arlugones,https://stackoverflow.com/users/5141016/arlugones,"{'gold': 0, 'silver': 0, 'bronze': 7}",113,3000,3,11,2015-07-21,56759854
9272452,9272452,user1342124,https://stackoverflow.com/users/9272452/user1342124,"{'gold': 1, 'silver': 8, 'bronze': 15}",651,172000,0,17,2018-01-26,56706274
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,56693407
2083957,2083957,technazi,https://stackoverflow.com/users/2083957/technazi,"{'gold': 4, 'silver': 22, 'bronze': 44}",958,243000,26,47,2013-02-18,56692248
9210693,9210693,Mario Huang,https://stackoverflow.com/users/9210693/mario-huang,"{'gold': 0, 'silver': 0, 'bronze': 8}",75,6000,1,4,2018-01-12,56688462
586316,586316,ashley aberneithy,https://stackoverflow.com/users/586316/ashley-aberneithy,"{'gold': 0, 'silver': 2, 'bronze': 9}",520,28000,16,2,2011-01-23,56685354
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,56677557
11667022,11667022,Richie,https://stackoverflow.com/users/11667022/richie,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,121,0,1,2019-06-18,56675904
10890039,10890039,Alex Stepanov,https://stackoverflow.com/users/10890039/alex-stepanov,"{'gold': 0, 'silver': 0, 'bronze': 4}",21,3000,0,2,2019-01-09,56666876
11664405,11664405,Feby Tri,https://stackoverflow.com/users/11664405/feby-tri,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,47,0,1,2019-06-18,56649144
11301027,11301027,Rutvik,https://stackoverflow.com/users/11301027/rutvik,"{'gold': 0, 'silver': 0, 'bronze': 8}",51,13000,3,3,2019-04-02,56648018
5732164,5732164,Gavin,https://stackoverflow.com/users/5732164/gavin,"{'gold': 6, 'silver': 19, 'bronze': 33}",1521,346000,8,61,2015-12-30,56636206
5732164,5732164,Gavin,https://stackoverflow.com/users/5732164/gavin,"{'gold': 6, 'silver': 19, 'bronze': 33}",1521,346000,8,61,2015-12-30,56635755
3317548,3317548,B. Sun,https://stackoverflow.com/users/3317548/b-sun,"{'gold': 0, 'silver': 3, 'bronze': 11}",153,16000,2,5,2014-02-17,56629764
4184039,4184039,Prashanth Sg,https://stackoverflow.com/users/4184039/prashanth-sg,"{'gold': 0, 'silver': 1, 'bronze': 4}",3,5000,1,4,2014-10-26,56584254
4184039,4184039,Prashanth Sg,https://stackoverflow.com/users/4184039/prashanth-sg,"{'gold': 0, 'silver': 1, 'bronze': 4}",3,5000,1,4,2014-10-26,56551679
11612074,11612074,stephanieR,https://stackoverflow.com/users/11612074/stephanier,"{'gold': 0, 'silver': 0, 'bronze': 1}",1,54,0,1,2019-06-07,56536080
9272452,9272452,user1342124,https://stackoverflow.com/users/9272452/user1342124,"{'gold': 1, 'silver': 8, 'bronze': 15}",651,172000,0,17,2018-01-26,56535161
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,56534185
9857061,9857061,Sang won kim,https://stackoverflow.com/users/9857061/sang-won-kim,"{'gold': 0, 'silver': 5, 'bronze': 21}",522,19000,23,15,2018-05-28,56523173
639530,639530,Simon Thorogood,https://stackoverflow.com/users/639530/simon-thorogood,"{'gold': 0, 'silver': 1, 'bronze': 5}",75,5000,0,3,2011-03-01,56517949
3107664,3107664,Shery,https://stackoverflow.com/users/3107664/shery,"{'gold': 5, 'silver': 29, 'bronze': 56}",1872,389000,20,102,2013-12-16,56495634
3819451,3819451,Matthias Schmidtblaicher,https://stackoverflow.com/users/3819451/matthias-schmidtblaicher,"{'gold': 0, 'silver': 7, 'bronze': 12}",537,767000,3,3,2014-07-09,56440110
11594453,11594453,Hongyu Lu,https://stackoverflow.com/users/11594453/hongyu-lu,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,208,0,2,2019-06-03,56430009
8545995,8545995,Zhe.Y,https://stackoverflow.com/users/8545995/zhe-y,"{'gold': 0, 'silver': 0, 'bronze': 1}",3,407,0,2,2017-09-01,56424096
2226322,2226322,CoderOfTheNight,https://stackoverflow.com/users/2226322/coderofthenight,"{'gold': 2, 'silver': 11, 'bronze': 21}",1112,411000,11,12,2013-03-30,56382712
3238085,3238085,user238607,https://stackoverflow.com/users/3238085/user238607,"{'gold': 5, 'silver': 19, 'bronze': 20}",2428,228000,168,10,2014-01-26,56346607
11053801,11053801,hanzgs,https://stackoverflow.com/users/11053801/hanzgs,"{'gold': 2, 'silver': 22, 'bronze': 50}",1596,201000,30,119,2019-02-13,56334963
8545995,8545995,Zhe.Y,https://stackoverflow.com/users/8545995/zhe-y,"{'gold': 0, 'silver': 0, 'bronze': 1}",3,407,0,2,2017-09-01,56323306
11551553,11551553,Babypopo,https://stackoverflow.com/users/11551553/babypopo,"{'gold': 0, 'silver': 1, 'bronze': 7}",151,8000,0,8,2019-05-24,56297085
11525628,11525628,JJJJ,https://stackoverflow.com/users/11525628/jjjj,"{'gold': 0, 'silver': 0, 'bronze': 1}",5,166,0,2,2019-05-20,56288957
4504877,4504877,user33484,https://stackoverflow.com/users/4504877/user33484,"{'gold': 2, 'silver': 12, 'bronze': 41}",570,108000,2,86,2015-01-28,56271717
11541663,11541663,Shank,https://stackoverflow.com/users/11541663/shank,"{'gold': 0, 'silver': 0, 'bronze': 2}",21,193,0,1,2019-05-22,56265273
11525628,11525628,JJJJ,https://stackoverflow.com/users/11525628/jjjj,"{'gold': 0, 'silver': 0, 'bronze': 1}",5,166,0,2,2019-05-20,56215238
3198674,3198674,mlee_jordan,https://stackoverflow.com/users/3198674/mlee-jordan,"{'gold': 4, 'silver': 20, 'bronze': 54}",842,181000,3,84,2014-01-15,56198009
766391,766391,spore234,https://stackoverflow.com/users/766391/spore234,"{'gold': 7, 'silver': 53, 'bronze': 78}",3640,336000,9,117,2011-05-23,56181979
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,56140284
9360953,9360953,Zuaro,https://stackoverflow.com/users/9360953/zuaro,"{'gold': 0, 'silver': 0, 'bronze': 5}",73,408,0,3,2018-02-14,56133829
3788557,3788557,runningbirds,https://stackoverflow.com/users/3788557/runningbirds,"{'gold': 14, 'silver': 61, 'bronze': 101}",6565,1000000,2,170,2014-06-29,56120443
8448203,8448203,이성령,https://stackoverflow.com/users/8448203/%ec%9d%b4%ec%84%b1%eb%a0%b9,"{'gold': 4, 'silver': 19, 'bronze': 23}",1324,300000,2,18,2017-08-11,56115850
9950406,9950406,raylite3,https://stackoverflow.com/users/9950406/raylite3,"{'gold': 0, 'silver': 1, 'bronze': 7}",33,3000,1,6,2018-06-16,56086214
8382591,8382591,Ayondeep Datta,https://stackoverflow.com/users/8382591/ayondeep-datta,"{'gold': 0, 'silver': 2, 'bronze': 7}",111,11000,2,5,2017-07-28,56064670
9187053,9187053,Chiranjibi Sitaula,https://stackoverflow.com/users/9187053/chiranjibi-sitaula,"{'gold': 0, 'silver': 0, 'bronze': 3}",13,60,0,1,2018-01-08,56036749
7529256,7529256,Viv,https://stackoverflow.com/users/7529256/viv,"{'gold': 7, 'silver': 30, 'bronze': 50}",1584,366000,4,81,2017-02-07,56027486
3788557,3788557,runningbirds,https://stackoverflow.com/users/3788557/runningbirds,"{'gold': 14, 'silver': 61, 'bronze': 101}",6565,1000000,2,170,2014-06-29,56009244
11239116,11239116,Bufan Zeng,https://stackoverflow.com/users/11239116/bufan-zeng,"{'gold': 0, 'silver': 0, 'bronze': 4}",33,847,1,9,2019-03-21,56008884
8419574,8419574,kevin_theinfinityfund,https://stackoverflow.com/users/8419574/kevin-theinfinityfund,"{'gold': 0, 'silver': 18, 'bronze': 19}",2117,1500000,39,6,2017-08-04,55954142
1450410,1450410,user1450410,https://stackoverflow.com/users/1450410/user1450410,"{'gold': 0, 'silver': 2, 'bronze': 17}",301,16000,2,13,2012-06-12,55941654
11435262,11435262,Lingfeng Cheng,https://stackoverflow.com/users/11435262/lingfeng-cheng,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,300,0,1,2019-05-01,55930870
11105759,11105759,Michael Titian Adinata,https://stackoverflow.com/users/11105759/michael-titian-adinata,"{'gold': 1, 'silver': 1, 'bronze': 3}",7,19000,0,4,2019-02-23,55893482
11420050,11420050,Ghetto Counselor,https://stackoverflow.com/users/11420050/ghetto-counselor,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,403,0,1,2019-04-27,55882841
8162260,8162260,lol123,https://stackoverflow.com/users/8162260/lol123,"{'gold': 0, 'silver': 0, 'bronze': 2}",9,2000,1,1,2017-06-14,55873785
10871102,10871102,Sarvendra Singh,https://stackoverflow.com/users/10871102/sarvendra-singh,"{'gold': 1, 'silver': 3, 'bronze': 10}",139,29000,0,20,2019-01-05,55863711
416988,416988,lucazav,https://stackoverflow.com/users/416988/lucazav,"{'gold': 1, 'silver': 10, 'bronze': 25}",878,120000,32,20,2010-08-11,55845076
11053801,11053801,hanzgs,https://stackoverflow.com/users/11053801/hanzgs,"{'gold': 2, 'silver': 22, 'bronze': 50}",1596,201000,30,119,2019-02-13,55823004
7843792,7843792,Parvin Dadgar,https://stackoverflow.com/users/7843792/parvin-dadgar,"{'gold': 0, 'silver': 0, 'bronze': 4}",13,1000,0,2,2017-04-10,55768013
11284204,11284204,NataliaK,https://stackoverflow.com/users/11284204/nataliak,"{'gold': 0, 'silver': 0, 'bronze': 11}",85,6000,1,13,2019-03-31,55701958
11284204,11284204,NataliaK,https://stackoverflow.com/users/11284204/nataliak,"{'gold': 0, 'silver': 0, 'bronze': 11}",85,6000,1,13,2019-03-31,55672999
8968617,8968617,Ingolifs,https://stackoverflow.com/users/8968617/ingolifs,"{'gold': 0, 'silver': 2, 'bronze': 15}",311,10000,6,16,2017-11-20,55623803
2400354,2400354,Mohan,https://stackoverflow.com/users/2400354/mohan,"{'gold': 0, 'silver': 1, 'bronze': 6}",79,7000,1,4,2013-05-20,55621457
6497137,6497137,Ryan John,https://stackoverflow.com/users/6497137/ryan-john,"{'gold': 1, 'silver': 15, 'bronze': 23}",1430,123000,32,19,2016-06-22,55617205
4428110,4428110,Prashant Gupta,https://stackoverflow.com/users/4428110/prashant-gupta,"{'gold': 0, 'silver': 4, 'bronze': 14}",113,22000,6,11,2015-01-07,55582972
11327040,11327040,ARKAPROVA SAHA,https://stackoverflow.com/users/11327040/arkaprova-saha,"{'gold': 0, 'silver': 0, 'bronze': 1}",1,150,1,1,2019-04-08,55566277
11320113,11320113,flashing sweep,https://stackoverflow.com/users/11320113/flashing-sweep,"{'gold': 0, 'silver': 0, 'bronze': 4}",73,443,0,2,2019-04-06,55546188
10021039,10021039,Simone Silvetti,https://stackoverflow.com/users/10021039/simone-silvetti,"{'gold': 0, 'silver': 0, 'bronze': 2}",11,468,0,2,2018-07-02,55538659
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,55504026
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,55503702
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,55485950
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,55484531
2501571,2501571,Diogo Santos,https://stackoverflow.com/users/2501571/diogo-santos,"{'gold': 2, 'silver': 13, 'bronze': 27}",854,111000,4,35,2013-06-19,55473526
8236733,8236733,lampShadesDrifter,https://stackoverflow.com/users/8236733/lampshadesdrifter,"{'gold': 9, 'silver': 50, 'bronze': 117}",4139,453000,111,267,2017-06-30,55465319
3349443,3349443,Mahdi,https://stackoverflow.com/users/3349443/mahdi,"{'gold': 3, 'silver': 21, 'bronze': 34}",3238,294000,31,13,2014-02-25,55383781
11266610,11266610,sbcalaff,https://stackoverflow.com/users/11266610/sbcalaff,"{'gold': 0, 'silver': 0, 'bronze': 2}",11,164,0,1,2019-03-27,55378660
5358418,5358418,dnks23,https://stackoverflow.com/users/5358418/dnks23,"{'gold': 0, 'silver': 7, 'bronze': 23}",369,46000,0,39,2015-09-21,55378452
4367371,4367371,Mustard Tiger,https://stackoverflow.com/users/4367371/mustard-tiger,"{'gold': 9, 'silver': 47, 'bronze': 72}",3641,872000,3,96,2014-12-16,55365530
11260978,11260978,Mona Stebner,https://stackoverflow.com/users/11260978/mona-stebner,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,201,0,1,2019-03-26,55359773
11257348,11257348,mohammad,https://stackoverflow.com/users/11257348/mohammad,"{'gold': 0, 'silver': 0, 'bronze': 1}",1,472,1,1,2019-03-25,55347180
8968617,8968617,Ingolifs,https://stackoverflow.com/users/8968617/ingolifs,"{'gold': 0, 'silver': 2, 'bronze': 15}",311,10000,6,16,2017-11-20,55346860
5732164,5732164,Gavin,https://stackoverflow.com/users/5732164/gavin,"{'gold': 6, 'silver': 19, 'bronze': 33}",1521,346000,8,61,2015-12-30,55310289
5732164,5732164,Gavin,https://stackoverflow.com/users/5732164/gavin,"{'gold': 6, 'silver': 19, 'bronze': 33}",1521,346000,8,61,2015-12-30,55306686
5030133,5030133,Walter U.,https://stackoverflow.com/users/5030133/walter-u,"{'gold': 1, 'silver': 7, 'bronze': 18}",331,85000,0,18,2015-06-20,55303305
3541945,3541945,hamadkh,https://stackoverflow.com/users/3541945/hamadkh,"{'gold': 0, 'silver': 1, 'bronze': 17}",349,14000,12,15,2014-04-16,55272948
11232908,11232908,tfd,https://stackoverflow.com/users/11232908/tfd,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,79,0,1,2019-03-20,55266642
9920026,9920026,yeamusic21,https://stackoverflow.com/users/9920026/yeamusic21,"{'gold': 0, 'silver': 3, 'bronze': 12}",305,81000,10,6,2018-06-10,55251381
5358418,5358418,dnks23,https://stackoverflow.com/users/5358418/dnks23,"{'gold': 0, 'silver': 7, 'bronze': 23}",369,46000,0,39,2015-09-21,55222540
5591487,5591487,Lesnar,https://stackoverflow.com/users/5591487/lesnar,"{'gold': 0, 'silver': 3, 'bronze': 17}",501,21000,3,20,2015-11-22,55218074
4664842,4664842,passionate,https://stackoverflow.com/users/4664842/passionate,"{'gold': 2, 'silver': 7, 'bronze': 25}",533,65000,3,30,2015-03-12,55214516
1185293,1185293,0_0,https://stackoverflow.com/users/1185293/0-0,"{'gold': 1, 'silver': 9, 'bronze': 20}",574,120000,14,7,2012-02-02,55196441
860524,860524,Reyhaneh,https://stackoverflow.com/users/860524/reyhaneh,"{'gold': 1, 'silver': 8, 'bronze': 21}",409,63000,0,24,2011-07-24,55182284
10210985,10210985,Tony KUO,https://stackoverflow.com/users/10210985/tony-kuo,"{'gold': 0, 'silver': 0, 'bronze': 6}",35,2000,3,3,2018-08-11,55177382
10882376,10882376,Sarvendra Singh,https://stackoverflow.com/users/10882376/sarvendra-singh,"{'gold': 0, 'silver': 0, 'bronze': 4}",13,2000,0,6,2019-01-08,55177163
5180402,5180402,blute,https://stackoverflow.com/users/5180402/blute,"{'gold': 0, 'silver': 0, 'bronze': 3}",21,362,0,2,2015-08-01,55160293
